ZipcodesGeoid_PK,Total_Income,LessThanHighSchoolGraduate,HighSchoolGraduate,SomeCollegeOrAssociate,BachelorsDegree,GraduateOrProfessionalDegree
80101,33068,0,33047,0,32708,0
80102,36126,30707,31708,32209,60515,59333
80103,39349,24250,39013,38241,48958,51696
80104,50592,34298,30798,46276,61094,73914
80105,40239,0,40640,37656,41316,24464
80106,55332,0,36042,52292,56667,96344
80107,50272,17560,35888,54012,66399,57465
80108,76118,60143,50217,52984,88964,102008
80109,61190,30972,41935,44443,73795,80316
80110,34483,16854,31090,32006,42476,48024
80111,58204,15163,27683,38617,57904,87088
80112,55917,41270,32717,45430,61969,78506
80113,40693,25459,24283,33200,47376,77447
80116,59135,0,27708,44850,83750,77188
80117,46505,58333,37355,47292,58398,53750
80118,58771,22670,41545,56296,77250,70400
80120,40963,28696,30302,33955,51789,74943
80121,51963,35859,36053,39327,59309,80436
80122,48754,37143,35092,37376,59545,73492
80123,46370,28682,31798,40086,54631,73702
80124,63726,30897,37863,43873,66733,99135
80125,55874,42014,51955,45618,60413,73396
80126,63545,27365,35847,48488,72162,83495
80127,55077,25125,37254,43550,67238,77754
80128,47522,35625,35705,43115,56440,66014
80129,63838,35417,36969,51126,76308,80235
80130,66665,0,42400,46204,72706,92183
80131,55417,0,0,22083,0,0
80132,55505,32303,30375,54539,53280,90477
80133,35787,0,30278,29861,62232,66458
80134,60456,40243,47102,49527,69102,84297
80135,51309,18654,48125,40288,61250,140143
80136,39189,25690,36010,37578,62697,41364
80137,41111,0,43393,37750,75865,0
80138,55897,43520,40015,50471,65712,69079
80202,63407,21961,21595,46927,66409,84556
80203,41298,16078,31006,31490,45908,54500
80204,30763,21732,26002,23500,47725,55110
80205,39448,20254,25017,27486,54008,58132
80206,47759,0,29837,36206,45736,65006
80207,44056,20122,25553,32032,56066,75017
80209,57242,0,31330,39656,58340,78085
80210,51542,28566,32955,32248,55770,63885
80211,48240,21305,25599,36669,60606,71222
80212,49054,24148,29881,38485,58242,66982
80214,30685,22690,30376,30962,37606,53750
80215,41599,23348,31525,40142,50758,65855
80216,28002,23942,27308,28509,37750,0
80218,42999,0,26296,32338,42147,55757
80219,28438,23449,27683,32409,40097,45271
80220,45788,15123,24219,32274,56721,67290
80221,30313,22531,29468,31386,44904,52283
80222,41001,20286,27143,29498,49352,60248
80223,29051,25096,24893,29520,43283,56318
80224,40939,22083,26467,34670,49779,57688
80226,37316,23582,31056,37868,46714,49514
80227,40903,25705,32576,38220,49239,70026
80228,45979,18125,31988,39145,58557,65493
80229,33442,25995,32210,37647,43947,52600
80230,61240,0,0,32377,50087,83689
80231,36064,19095,30742,35176,38924,65561
80232,39439,27227,36068,36725,44127,61647
80233,39582,27406,35794,37554,48764,54758
80234,40500,16332,31270,37539,58289,66583
80235,41551,31442,35109,35914,52303,84500
80236,32075,23473,30458,35729,51429,52979
80237,45565,36033,31263,41539,52484,67466
80238,77368,0,20968,40525,75581,96239
80239,30452,27293,27083,31679,39437,59338
80241,46819,26390,35227,45798,54077,71671
80246,35705,26202,30229,31013,41820,47481
80247,31745,21242,27963,30298,42763,47412
80249,37438,24788,35938,38884,42679,49162
80260,27709,21224,27080,31858,37766,45875
80264,0,0,0,0,0,0
80290,0,0,0,0,0,0
80293,0,0,0,0,0,0
80294,0,0,0,0,0,0
80301,45787,21071,23565,36817,46883,65375
80302,40797,0,32109,27460,39250,52366
80303,40710,9134,23140,31572,37708,62175
80304,48482,25995,27500,29722,49631,63865
80305,50761,25938,29615,31157,43885,71094
80310,21563,0,0,0,0,0
80401,44919,25085,36733,34609,51424,71717
80403,58497,30938,35043,43977,70093,90659
80419,0,0,0,0,0,0
80420,32269,0,27368,30625,30417,48304
80421,41971,40170,31119,41605,55240,59952
80422,41758,20375,33050,42593,49630,70694
80423,29891,0,28036,19926,42100,0
80424,37051,27931,30476,30712,40149,83077
80425,47826,0,0,45978,0,96296
80426,36726,0,36488,0,0,0
80427,31994,0,27500,31042,35703,66354
80428,42457,0,0,0,45147,73750
80432,61023,0,0,61364,0,0
80433,51400,27125,39792,42857,65170,60863
80434,0,0,0,0,0,0
80435,31236,26298,29169,31354,31761,77167
80436,34063,0,100274,34306,31750,0
80438,41510,0,25625,29688,42132,88750
80439,53934,26595,35125,41605,61687,74268
80440,36382,21484,38264,33700,56250,41563
80442,32482,18875,29234,34883,32276,0
80443,35607,0,27287,41264,30641,41868
80444,39464,0,24688,41771,40375,44167
80446,36535,40163,35848,40402,30591,38274
80447,39653,0,0,0,45800,0
80448,0,0,0,0,0,0
80449,32750,0,23191,33750,42250,0
80451,32452,"25,000",19405,43875,52344,45750
80452,35085,15263,31679,36094,43333,72768
80453,44569,0,0,50000,55417,0
80454,51795,0,0,52454,0,59091
80455,34868,0,31875,0,38194,60781
80456,22473,0,22321,0,21055,0
80457,30083,0,0,27015,0,0
80459,35140,31042,25365,37434,50893,26750
80461,34572,27882,34542,29418,37310,22214
80463,41985,0,0,44286,33750,0
80465,52018,31761,38566,45943,62560,73984
80466,35905,12679,40972,26157,40542,50938
80467,35814,30469,27583,43750,32206,42292
80468,43661,0,0,0,44732,0
80469,30699,0,31538,45590,23036,0
80470,49401,0,47155,46972,57396,65313
80471,0,0,0,0,0,0
80473,0,0,0,0,0,0
80475,0,0,0,0,0,0
80476,44107,0,33750,26250,0,45625
80477,0,0,0,0,0,0
80478,35581,0,46434,31569,30142,0
80479,0,0,0,0,0,0
80480,33646,0,33375,24786,46250,26667
80481,52153,0,39000,52143,47000,82734
80482,40135,0,31750,32154,0,102692
80483,36118,0,31429,38750,37083,31250
80487,33724,0,30096,29523,36303,55179
80488,0,0,0,0,0,0
80497,41857,0,0,0,41402,0
80498,35386,46037,27563,24946,47264,32709
80501,32348,21384,26646,34081,45296,51250
80503,50841,23477,32398,36229,60455,85861
80504,45572,23534,35167,38873,59588,65700
80510,33472,0,33750,37500,0,0
80511,15684,0,0,0,15684,0
80512,30313,11607,28026,21250,42171,81250
80513,42336,0,36970,39860,41976,61226
80514,35631,26505,37761,35920,43315,75417
80515,27993,0,31563,0,0,0
80516,60359,22019,31461,42490,73274,74049
80517,26621,29219,11875,24583,30547,38269
80520,42593,0,43380,42159,0,0
80521,33139,22250,27150,26743,37705,48512
80524,35672,20000,23528,30714,40315,59688
80525,40267,18500,23839,35217,43217,57283
80526,36919,23696,31482,31749,38631,57252
80528,52892,11892,26889,41524,60576,85256
80530,43232,37232,32364,45642,49875,47375
80532,17857,0,18750,0,0,0
80534,43520,0,39321,42444,55859,60987
80535,32447,30496,31786,35357,52708,0
80536,35509,0,36875,27500,35357,62292
80537,36503,28147,31365,35185,42704,51893
80538,38182,21349,32354,32964,47476,54897
80540,53456,36375,42411,45787,54949,64621
80542,51543,0,37284,58070,46000,60833
80543,41029,0,36029,36338,50594,59432
80544,0,0,0,0,0,0
80545,29077,0,28631,0,21371,73542
80546,37813,0,39297,80761,0,0
80547,52404,0,31599,62625,73456,64688
80549,41926,0,37431,35963,51759,46375
80550,48008,23500,42038,37611,60376,63537
80601,36989,22258,33690,38971,52508,50807
80602,55880,32121,45030,48192,69265,68104
80603,40985,26413,35382,40758,54653,58571
80610,37048,21964,37563,32604,41953,50938
80611,37260,0,47188,26875,37159,51667
80612,28409,0,45714,18000,43846,0
80615,37387,30972,35113,38954,43462,54250
80620,30787,25497,30737,29449,42300,55446
80621,35528,30719,35344,36599,41184,62708
80622,21875,28523,0,59659,0,0
80623,32188,31667,30893,41875,48929,0
80624,29625,0,0,35759,28000,0
80631,29392,23269,28468,30595,32139,43382
80634,38659,31108,35547,36305,41754,60485
80640,42117,30866,40321,42574,50058,59688
80642,42773,25511,35729,49940,47000,100385
80643,35000,20075,40122,51023,36563,38750
80644,32708,20302,34300,40577,50278,0
80645,34725,23030,40042,32385,47039,50833
80648,36739,55625,31985,45089,33646,31750
80649,33500,0,27500,35313,48500,0
80650,31903,0,27917,31644,50139,"25,000"
80651,36561,30833,40912,35670,44744,0
80652,43125,0,65938,42625,0,0
80653,40028,29135,41667,31500,41964,49500
80654,32254,18973,24866,35431,42232,45250
80701,31248,26048,30982,31913,41075,47798
80705,25806,30577,19286,26042,28417,0
80720,29122,16181,26419,29228,50203,57188
80721,35938,0,0,0,0,0
80722,32031,0,41250,30833,23333,0
80723,32129,26071,35368,30880,35293,39159
80726,30015,0,30610,27917,0,0
80727,26979,0,41250,16250,38611,0
80728,35893,19250,41337,35333,21750,48750
80729,30417,24167,30156,31429,0,"250,000+"
80731,31250,0,0,30043,41207,52917
80733,33843,14219,34000,34706,31875,63750
80734,31179,30225,28668,34813,31810,36875
80735,31146,28906,30938,30469,40625,46250
80736,31618,0,0,25096,38269,41250
80737,26989,19063,24779,25804,31786,60625
80740,32143,0,27188,40000,0,23750
80741,30893,22981,21667,29750,44063,0
80742,41786,51250,48750,38750,23125,0
80743,31250,0,29318,30729,36250,40938
80744,20724,22500,16042,20893,33750,35938
80745,0,28750,0,0,0,0
80746,30625,0,0,31875,0,0
80747,38859,0,50313,27212,47778,34375
80749,31806,0,31250,30208,41875,50893
80750,31058,0,30417,0,40313,0
80751,35076,21548,26793,32804,47171,41909
80754,34000,0,26250,50682,33250,0
80755,0,0,16250,0,0,0
80757,27031,55625,40250,12188,25500,30000
80758,32019,25066,28594,45052,31875,38393
80759,30854,21667,25625,35238,31306,45276
80801,37292,0,40625,26563,0,0
80802,35250,0,43036,20865,0,0
80804,24063,0,31250,23125,45938,"25,000"
80805,31736,21083,30536,36316,31750,32083
80807,27536,31279,21836,31197,38882,25208
80808,36063,28226,26458,37631,57159,55536
80809,31634,0,24441,31612,45284,56875
80810,29786,19653,35833,30313,39375,43750
80812,28571,0,18750,29250,55000,0
80813,26098,19120,27434,31797,24286,0
80814,35692,0,25710,35473,39485,65682
80815,31500,0,33333,22045,48750,"25,000"
80816,31776,41050,20669,32188,45805,80185
80817,40725,28170,36614,37883,51228,62929
80818,30625,23750,0,28750,40536,38571
80819,38500,0,24861,38304,36250,53906
80820,36500,0,22404,0,0,0
80821,31188,0,32083,28333,32115,0
80822,44318,0,38542,51667,32188,46875
80823,25000,0,36250,27500,0,0
80824,27614,25385,34688,21500,29844,0
80825,35000,0,40500,31250,37500,0
80827,42169,0,21806,49688,41300,95662
80828,30603,0,0,30250,36625,0
80829,36842,15841,38343,26101,32469,69196
80830,35375,0,22083,35375,41250,0
80831,47444,31420,27377,41314,59008,74375
80832,24265,40313,15417,22083,72708,112857
80833,30040,30500,23750,40682,20714,41875
80834,28750,0,25250,0,57500,71250
80835,34083,41250,18958,23750,43750,0
80836,30233,21065,31023,30288,30208,44375
80840,38508,0,36726,35000,44000,86071
80860,24861,0,22989,35179,0,0
80861,32500,0,25625,40625,33929,61875
80862,40750,0,41250,0,0,0
80863,41018,0,37813,34979,44519,61705
80864,31417,0,0,27500,51000,51719
80902,35061,0,30095,35386,36875,67396
80903,31222,22568,21467,25927,38729,48490
80904,32194,11140,26080,28095,38767,53625
80905,30005,17910,23181,26834,39595,49896
80906,40964,25203,27081,31804,47924,78641
80907,31731,19375,25478,28978,39261,51152
80908,52209,23583,34250,37400,59833,90492
80909,27701,16676,23855,26983,39576,45228
80910,25788,17863,24321,26210,36993,44125
80911,36589,29000,30954,35128,49519,50194
80913,27578,0,29574,25904,30250,0
80914,0,0,0,23571,0,0
80915,33624,26528,30332,33549,41875,51354
80916,29609,21474,21852,32186,40429,40679
80917,32647,27222,28068,30476,40102,51699
80918,36742,28611,30929,31170,41392,60022
80919,51241,35816,36069,35611,53343,70799
80920,48754,14028,28276,37798,51213,80370
80921,61602,20921,24318,41333,70778,86301
80922,44487,27011,37917,40612,52429,81250
80923,48238,36348,32717,43543,53772,68036
80924,70448,0,31283,40257,67639,91720
80925,41793,0,40464,41442,51793,54183
80926,30723,30571,35461,31602,0,0
80927,62981,0,0,57760,80921,71442
80928,29038,17188,21389,29423,38750,36645
80929,30742,0,45302,30469,0,0
80930,35512,24271,37500,32016,37308,70188
80938,0,0,0,0,0,0
80939,0,0,0,0,0,0
80951,45000,0,29485,38640,71447,52232
81001,28656,18556,24177,29259,35717,52788
81003,25058,15313,21838,24035,36576,46250
81004,27296,17652,27181,26887,35199,43125
81005,33024,20889,27164,31293,40533,50825
81006,34661,20938,29127,32618,52417,54489
81007,40821,25000,35210,38354,49051,61222
81008,34116,26458,25960,29567,58750,65391
81019,38382,0,0,21941,50083,86140
81020,29167,27969,0,33750,67917,35385
81021,0,0,0,0,0,0
81022,32642,41250,26250,30875,0,44079
81023,36007,16354,35134,35156,38468,38571
81024,0,0,0,0,0,0
81025,24420,22632,22031,38750,78750,0
81027,33750,0,30208,31250,35625,52250
81029,27292,0,27188,27857,36875,0
81030,19464,0,14306,20938,0,0
81033,28250,11667,18542,33250,29750,0
81036,25833,0,24250,24464,24667,78000
81038,0,0,0,0,0,0
81039,31172,0,21429,23750,40417,80313
81040,35136,0,0,36630,0,0
81041,22895,25865,0,16838,0,32083
81043,0,0,0,10625,0,0
81044,37679,0,103000,0,0,27045
81045,23750,0,31667,24167,0,0
81047,24640,24583,19485,24441,33889,34063
81049,28750,0,31500,21458,26000,30625
81050,27928,18722,30301,21042,31790,46563
81052,26892,14219,23167,29520,36963,36750
81054,27941,4241,27813,28036,34792,33036
81055,27533,27917,32045,18816,29063,61719
81057,31360,0,30714,31154,41875,38214
81058,22500,13056,24167,25234,23750,31875
81059,32639,33889,0,32250,0,0
81062,26597,0,21976,32273,0,0
81063,18712,0,19886,16250,30417,0
81064,28194,0,26250,30313,30250,0
81067,28071,21161,24007,30801,38351,45536
81069,39570,46023,39609,35417,38365,0
81071,31875,0,35833,28295,35000,31250
81073,28257,25179,20326,24844,34583,48500
81076,16607,22500,17266,0,0,0
81077,26250,0,0,30469,31000,0
81081,50000,0,0,39583,0,0
81082,28879,21610,23693,28822,33433,46875
81084,17083,0,32143,16818,16250,0
81087,27083,0,25893,22750,0,0
81089,24230,6701,19073,25246,32460,39583
81090,26429,21750,19500,36250,24688,43438
81091,20547,12292,0,23250,45313,0
81092,31500,40625,30417,26500,35313,41042
81101,28391,17727,21973,30864,32871,41875
81120,25047,23438,24643,26641,29750,20313
81121,35469,0,30833,30625,0,0
81122,40204,30268,36347,38031,51500,48938
81123,21000,15139,8125,42583,31750,0
81124,0,0,0,0,0,0
81125,22808,17234,33281,26563,0,29792
81126,0,0,50536,0,0,0
81128,0,0,0,0,0,0
81129,0,0,0,0,0,0
81130,25368,0,18438,30521,25481,38750
81131,20375,0,0,18750,18500,38036
81132,27214,30691,22250,25455,39500,0
81133,32452,28750,0,35833,45417,0
81136,25750,0,0,26500,0,24583
81137,33716,24615,31016,32199,43077,41000
81138,0,0,0,0,0,0
81140,30863,17188,19167,23899,54688,34309
81141,30000,0,30625,19688,37250,63125
81143,25109,0,22159,34063,0,38000
81144,30780,20625,22794,33032,45045,40938
81146,32292,0,15547,36750,31875,0
81147,28712,25089,21822,27172,31476,51556
81148,20313,0,13750,23750,44583,0
81149,20833,15938,25417,27321,0,0
81151,31932,0,31184,38750,38188,32083
81152,25043,22375,25750,25526,20125,0
81154,20548,"25,000",24286,16250,0,21654
81155,31667,0,0,27083,53125,56750
81201,31154,20417,25117,30104,36337,47222
81210,35592,0,0,0,0,0
81211,29291,"25,000",27219,19479,38802,51164
81212,27793,20739,21708,30064,35770,49597
81220,34009,0,0,0,0,0
81221,35750,73021,25682,0,0,0
81222,22065,0,26080,20380,0,0
81223,28704,0,0,29583,0,39028
81224,39167,0,67396,29745,33750,48125
81225,34583,0,73600,28990,32132,51354
81226,21780,18750,22569,20861,28047,34886
81227,0,0,0,0,0,0
81230,30399,18026,30368,29706,31023,45625
81231,0,0,0,0,0,0
81232,0,0,0,0,0,0
81233,28438,0,21053,29438,52143,43095
81235,30052,26250,29643,30500,29333,44250
81236,31797,0,20919,41974,0,0
81237,"25,000",0,0,0,0,0
81239,0,0,0,0,0,0
81240,35093,14167,18167,35884,41290,45547
81241,37188,0,50417,0,0,0
81242,27647,0,26458,21458,35694,43125
81243,0,0,0,0,0,0
81244,40156,30417,48750,35500,36000,42188
81248,0,0,0,0,0,0
81251,0,0,60625,0,0,0
81252,22836,19773,23681,21375,14417,63250
81253,42143,0,50893,0,0,68393
81301,35987,25932,30010,31624,38788,50923
81303,32121,29167,26993,29896,37305,45000
81320,20875,0,38942,18438,0,0
81321,30192,19450,26624,30367,40512,52315
81323,30163,31793,22059,28542,32304,35833
81324,26071,"25,000",23750,27232,46250,0
81325,31048,60833,0,30242,0,0
81326,38793,0,33088,42315,39250,40833
81327,21835,13750,21766,23667,0,0
81328,26667,0,36047,25392,25600,28520
81330,0,0,0,0,0,0
81331,30192,0,18711,31058,0,0
81332,28750,0,0,0,31500,0
81334,25781,17250,26650,29167,0,38125
81335,0,0,0,0,0,0
81401,29135,23408,27003,27144,38241,47826
81403,32282,23200,30902,29354,46346,41524
81410,25938,24205,0,24375,36467,0
81411,0,0,0,0,0,0
81413,24360,13523,22891,21823,35333,16250
81415,28750,93431,31518,17976,11298,0
81416,31921,27381,30554,27574,38918,50198
81418,33326,46154,30344,33393,0,31750
81419,23304,0,25776,22383,20455,19038
81422,26473,0,28750,17917,27222,0
81423,30734,25568,36618,24342,36324,34911
81424,32917,7750,37143,28750,35313,0
81425,24602,19808,26563,30739,31516,42750
81426,40625,0,0,29000,44000,0
81427,32123,0,22721,31083,36761,50833
81428,27209,15469,23155,33125,32917,42014
81429,0,0,0,15833,0,0
81430,31540,0,32125,26106,48333,11417
81431,45573,0,46094,0,60313,0
81432,32879,0,24891,26623,37235,41118
81433,28125,0,26875,31333,26250,31042
81434,16250,0,0,0,0,0
81435,33956,24623,25976,32404,38221,35568
81501,27336,13717,21280,26045,37001,49250
81503,32015,25457,30880,33301,34551,53036
81504,32953,25398,31523,33018,40974,42426
81505,41118,38047,35044,37465,47447,64938
81506,33083,0,27750,34898,36029,45603
81507,40439,37083,26053,31651,50484,58047
81520,23910,21654,21644,25862,37014,41914
81521,30668,31435,27826,27183,37917,50707
81522,0,0,0,0,0,0
81523,43346,0,51031,0,46528,0
81524,48646,"250,000+",39167,61295,30845,54010
81525,25145,0,25779,0,0,0
81526,39381,23417,38828,38600,44671,50234
81527,60011,0,62230,42692,60192,0
81601,36745,28707,29851,34974,45458,51335
81610,37750,0,0,39875,0,0
81611,41485,36875,27462,37697,42680,63750
81612,0,0,0,0,0,0
81615,36797,0,0,23750,45488,0
81620,38171,22786,27370,42366,45171,39519
81621,37803,25261,30478,31807,43645,70644
81623,39725,35922,31696,38989,41806,53864
81624,29375,20260,43125,28482,36250,39063
81625,32071,28475,27152,33979,36279,51287
81630,32750,28571,35250,30833,48125,44167
81631,50303,22143,50297,47069,52558,62018
81632,36314,27265,27153,40247,42045,82297
81633,0,0,0,0,0,0
81635,39578,42092,36984,35403,48786,69620
81637,35471,22768,33237,29194,42768,70750
81638,28542,0,51953,18854,0,0
81639,38512,26094,41346,33750,38654,55313
81640,0,0,0,0,0,0
81641,38070,20270,40670,32470,39353,54464
81642,0,0,0,0,0,0
81643,38207,"25,000",33750,49464,43500,66000
81645,37099,0,0,30819,48333,102639
81646,0,0,0,0,0,0
81647,41210,28285,43545,41827,46889,31389
81648,38929,58100,35545,46667,35972,37232
81649,40536,0,35714,51000,40000,0
81650,36266,22994,41075,37738,31484,46005
81652,33986,35208,27468,35242,36500,0
81653,0,0,0,0,0,0
81654,23742,23093,23048,21607,65417,0
81655,0,0,0,0,0,0
81656,52031,0,0,0,0,0
81657,37371,53750,40221,36143,36164,60204
82001,35958,35905,28494,35142,41128,60111
82005,0,0,0,0,0,0
82007,30640,25347,30472,30948,37426,48889
82009,49563,20380,34890,42090,55739,69022
82050,27500,0,0,25250,0,0
82051,19028,0,0,0,0,0
82052,0,0,0,0,0,0
82053,45925,0,45705,41071,0,68947
82054,36759,80982,0,35139,0,0
82055,0,0,0,16875,0,0
82058,0,0,0,0,0,0
82059,39145,0,0,0,0,0
82060,36279,0,0,35475,0,0
82061,0,0,0,0,0,0
82063,58571,0,0,0,0,0
82070,32558,28793,28608,28500,32682,57096
82072,31736,21563,31979,24889,35485,61550
82073,0,0,0,0,0,0
82081,71944,0,0,0,0,0
82082,35335,41750,34861,36490,26364,46250
82083,26964,0,60000,17500,0,0
82084,0,0,0,0,0,0
82190,21510,0,0,22841,16202,45197
82201,30586,"25,000",22323,29158,56625,36964
82210,22931,0,23214,24091,0,"25,000"
82212,27292,0,29688,27250,0,13750
82213,29844,0,39167,23125,24118,0
82214,31250,0,0,40227,0,66250
82215,30781,0,30156,25250,211250,56250
